Type,Name,Nationality/Country,Date_Info,Data_ID,Reference
"Entity (단체)","KOREA KWANGSONG TRADING CORPORATION","Democratic People's Republic of Korea","","6908519","KPe.026"
"Entity (단체)","MINISTRY OF ATOMIC ENERGY INDUSTRY","Democratic People's Republic of Korea","","6908520","KPe.027"
"Entity (단체)","MUNITIONS INDUSTRY DEPARTMENT","Democratic People's Republic of Korea","","6908522","KPe.028"
"Entity (단체)","NATIONAL AEROSPACE TECHNOLOGY ADMINISTRATION","Democratic People's Republic of Korea","","6908523","KPe.029"
"Entity (단체)","OFFICE 39","Democratic People's Republic of Korea","","6908524","KPe.030"
"Entity (단체)","RECONNAISSANCE GENERAL BUREAU","Democratic People's Republic of Korea","","6908526","KPe.031"
"Entity (단체)","SECOND ECONOMIC COMMITTEE","Democratic People's Republic of Korea","","6908528","KPe.032"
"Entity (단체)","KOREA UNITED DEVELOPMENT BANK","Democratic People's Republic of Korea","","6908563","KPe.033"
"Entity (단체)","ILSIM INTERNATIONAL BANK","Democratic People's Republic of Korea","","6908551","KPe.034"
"Entity (단체)","KOREA DAESONG BANK","Democratic People's Republic of Korea","","6908552","KPe.035"
"Entity (단체)","SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION","Democratic People's Republic of Korea","","6908553","KPe.036"
"Entity (단체)","KOREA FOREIGN TECHNICAL TRADE CENTER","Democratic People's Republic of Korea","","6908557","KPe.037"
"Entity (단체)","KOREA PUGANG TRADING CORPORATION","Democratic People's Republic of Korea","","6908561","KPe.038"
"Entity (단체)","KOREA INTERNATIONAL CHEMICAL JOINT VENTURE COMPANY","Democratic People's Republic of Korea","","6908562","KPe.039"
"Entity (단체)","DCB FINANCE LIMITED","British Virgin Islands","","6908556","KPe.040"
"Entity (단체)","KOREA TAESONG TRADING COMPANY","Democratic People's Republic of Korea","","6908559","KPe.041"
"Entity (단체)","KOREA DAESONG GENERAL TRADING CORPORATION","Democratic People's Republic of Korea","","6908560","KPe.042"
"Entity (단체)","KANGBONG TRADING CORPORATION","Democratic People's Republic of Korea","","6908594","KPe.043"
"Entity (단체)","KOREA KUMSAN TRADING CORPORATION","Democratic People's Republic of Korea","","6908595","KPe.044"
"Entity (단체)","KORYO BANK","Democratic People's Republic of Korea","","6908596","KPe.045"
"Entity (단체)","STRATEGIC ROCKET FORCE OF THE KOREAN PEOPLE’S ARMY","Democratic People's Republic of Korea","","6908597","KPe.046"
"Entity (단체)","FOREIGN TRADE BANK (FTB)","Democratic People's Republic of Korea","","6908622","KPe.047"
"Entity (단체)","KOREAN NATIONAL INSURANCE COMPANY (KNIC)","Democratic People's Republic of Korea","","6908623","KPe.048"
"Entity (단체)","KORYO CREDIT DEVELOPMENT BANK","Democratic People's Republic of Korea","","6908624","KPe.049"
"Entity (단체)","MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES","Democratic People's Republic of Korea","","6908625","KPe.050"
"Entity (단체)","CENTRAL MILITARY COMMISSION OF THE WORKERS’ PARTY OF KOREA (CMC)","Democratic People's Republic of Korea","","6908627","KPe.051"
"Entity (단체)","ORGANIZATION AND GUIDANCE DEPARTMENT (OGD)","Democratic People's Republic of Korea","","6908628","KPe.052"
"Entity (단체)","PROPAGANDA AND AGITATION DEPARTMENT (PAD)","Democratic People's Republic of Korea","","6908629","KPe.053"
"Entity (단체)","MINISTRY OF NATIONAL DEFENCE","Democratic People's Republic of Korea","","6908657","KPe.054"
"Entity (단체)","CHANG AN SHIPPING & TECHNOLOGY","China","","6908691","KPe.055"
"Entity (단체)","CHONMYONG SHIPPING CO","Democratic People's Republic of Korea","","6908670","KPe.056"
"Entity (단체)","FIRST OIL JV CO LTD","Democratic People's Republic of Korea","","6908671","KPe.057"
"Entity (단체)","HAPJANGGANG SHIPPING CORP","Democratic People's Republic of Korea","","6908672","KPe.058"
"Entity (단체)","HUAXIN SHIPPING HONGKONG LTD","China","","6908693","KPe.059"
"Entity (단체)","KINGLY WON INTERNATIONAL CO., LTD","Marshall Islands","","6908673","KPe.060"
"Entity (단체)","KOREA ACHIM SHIPPING CO","Democratic People's Republic of Korea","","6908674","KPe.061"
"Entity (단체)","KOREA ANSAN SHIPPING COMPANY","Democratic People's Republic of Korea","","6908675","KPe.062"
"Entity (단체)","KOREA MYONGDOK SHIPPING CO","Democratic People's Republic of Korea","","6908676","KPe.063"
"Entity (단체)","KOREA SAMJONG SHIPPING","Democratic People's Republic of Korea","","6908677","KPe.064"
"Entity (단체)","KOREA SAMMA SHIPPING CO","Democratic People's Republic of Korea","","6908678","KPe.065"
"Entity (단체)","KOREA YUJONG SHIPPING CO LTD","Democratic People's Republic of Korea","","6908680","KPe.066"
"Entity (단체)","KOTI CORP","Panama","","6908681","KPe.067"
"Entity (단체)","MYOHYANG SHIPPING CO","Democratic People's Republic of Korea","","6908967","KPe.068"
"Entity (단체)","PAEKMA SHIPPING CO","Democratic People's Republic of Korea","","6908683","KPe.069"
"Entity (단체)","PHYONGCHON SHIPPING & MARINE","Democratic People's Republic of Korea","","6908684","KPe.070"
"Entity (단체)","PRO-GAIN GROUP CORPORATION","","","6908686","KPe.071"
"Entity (단체)","SHANGHAI DONGFENG SHIPPING CO LTD","China","","6908695","KPe.072"
"Entity (단체)","SHEN ZHONG INTERNATIONAL SHIPPING","China","","6908696","KPe.073"
"Entity (단체)","WEIHAI WORLD-SHIPPING FREIGHT","China","","6908697","KPe.074"
"Entity (단체)","YUK TUNG ENERGY PTE LTD","Singapore","","6908689","KPe.075"
"Entity (단체)","LIBYAN INVESTMENT AUTHORITY","Libya","","690782","LYe.001"
"Entity (단체)","LIBYAN AFRICA INVESTMENT PORTFOLIO","Libya","","690783","LYe.002"
"Entity (단체)","ABU SAYYAF GROUP","Philippines","","113445","QDe.001"
"Entity (단체)","AL-ITIHAAD AL-ISLAMIYA / AIAI","","","113457","QDe.002"
"Entity (단체)","EGYPTIAN ISLAMIC JIHAD","","","113236","QDe.003"
"Entity (단체)","AL-QAIDA","","","113458","QDe.004"
"Entity (단체)","AL RASHID TRUST","Pakistan","","113459","QDe.005"
"Entity (단체)","ARMED ISLAMIC GROUP","Algeria","","113237","QDe.006"
"Entity (단체)","ASBAT AL-ANSAR","Lebanon","","113461","QDe.007"
"Entity (단체)","HARAKAT UL-MUJAHIDIN / HUM","Pakistan","","113263","QDe.008"
"Entity (단체)","ISLAMIC ARMY OF ADEN","","","114074","QDe.009"
"Entity (단체)","ISLAMIC MOVEMENT OF UZBEKISTAN","","","113964","QDe.010"
"Entity (단체)","LIBYAN ISLAMIC FIGHTING GROUP","Libya","","114090","QDe.011"
"Entity (단체)","MAKHTAB AL-KHIDAMAT","","","113858","QDe.012"
"Entity (단체)","THE ORGANIZATION OF AL-QAIDA IN THE ISLAMIC MAGHREB","Algeria","","113995","QDe.014"
"Entity (단체)","WAFA HUMANITARIAN ORGANIZATION","Pakistan","","114113","QDe.015"
"Entity (단체)","JAISH-I-MOHAMMED","Pakistan","","113965","QDe.019"
"Entity (단체)","JAM'YAH TA'AWUN AL-ISLAMIA","Afghanistan","","113854","QDe.020"
"Entity (단체)","RABITA TRUST","Pakistan","","113993","QDe.021"
"Entity (단체)","UMMAH TAMEER E-NAU (UTN)","Afghanistan","","113883","QDe.068"
"Entity (단체)","AFGHAN SUPPORT COMMITTEE (ASC)","Pakistan","","113226","QDe.069"
"Entity (단체)","REVIVAL OF ISLAMIC HERITAGE SOCIETY","Pakistan","","113994","QDe.070"
"Entity (단체)","EASTERN TURKISTAN ISLAMIC MOVEMENT (ETIM)","","","113356","QDe.088"
"Entity (단체)","MOROCCAN ISLAMIC COMBATANT GROUP","Morocco","","113977","QDe.089"
"Entity (단체)","TUNISIAN COMBATANT GROUP","Tunisia","","113997","QDe.090"
"Entity (단체)","GLOBAL RELIEF FOUNDATION (GRF)","United States of America","","113476","QDe.091"
"Entity (단체)","JEMAAH ISLAMIYAH","","","113967","QDe.092"
"Entity (단체)","BENEVOLENCE INTERNATIONAL FOUNDATION","United States of America","","113474","QDe.093"
"Entity (단체)","LASHKAR I JHANGVI (LJ)","","","114089","QDe.096"
"Entity (단체)","ANSAR AL-ISLAM","","","113460","QDe.098"
"Entity (단체)","ISLAMIC INTERNATIONAL BRIGADE (IIB)","","","113963","QDe.099"
"Entity (단체)","RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS (RSRSBCM)","","","113868","QDe.100"
"Entity (단체)","SPECIAL PURPOSE ISLAMIC REGIMENT (SPIR)","","","114111","QDe.101"
"Entity (단체)","AL-HARAMAIN FOUNDATION (PAKISTAN)","Pakistan","","113455","QDe.104"
"Entity (단체)","AL-HARAMAYN FOUNDATION (KENYA)","Kenya","","113338","QDe.105"
"Entity (단체)","AL-HARAMAYN FOUNDATION (TANZANIA)","United Republic of Tanzania","","113339","QDe.106"
"Entity (단체)","AL FURQAN","Bosnia and Herzegovina","","113231","QDe.107"
"Entity (단체)","TAIBAH INTERNATIONAL-BOSNIA OFFICES","Bosnia and Herzegovina","","114112","QDe.108"
"Entity (단체)","AL-HARAMAIN & AL MASJED AL-AQSA CHARITY FOUNDATION","Bosnia and Herzegovina","","113232","QDe.109"
"Entity (단체)","AL-HARAMAIN: AFGHANISTAN BRANCH","Afghanistan","","113453","QDe.110"
"Entity (단체)","AL-HARAMAIN: ALBANIA BRANCH","Albania","","113335","QDe.111"
"Entity (단체)","AL-HARAMAIN: BANGLADESH BRANCH","Bangladesh","","113454","QDe.112"
"Entity (단체)","AL-HARAMAIN: ETHIOPIA BRANCH","Ethiopia","","113233","QDe.113"
"Entity (단체)","AL-HARAMAIN: THE NETHERLANDS BRANCH","Netherlands","","113235","QDe.114"
"Entity (단체)","AL-QAIDA IN IRAQ","","","113966","QDe.115"
"Entity (단체)","AL-HARAMAIN FOUNDATION (UNION OF THE COMOROS)","Comoros","","113234","QDe.116"
"Entity (단체)","LASHKAR-E-TAYYIBA","","","114076","QDe.118"
"Entity (단체)","ISLAMIC JIHAD GROUP","","","113853","QDe.119"
"Entity (단체)","AL-AKHTAR TRUST INTERNATIONAL","Pakistan","","113227","QDe.121"
"Entity (단체)","RAJAH SOLAIMAN MOVEMENT","Philippines","","2812924","QDe.128"
"Entity (단체)","AL-QAIDA IN THE ARABIAN PENINSULA (AQAP)","","","2881836","QDe.129"
"Entity (단체)","HARAKAT-UL JIHAD ISLAMI","","","2921366","QDe.130"
"Entity (단체)","EMARAT KAVKAZ","","","2971893","QDe.131"
"Entity (단체)","TEHRIK-E TALIBAN PAKISTAN (TTP)","","","2971894","QDe.132"
"Entity (단체)","JEMMAH ANSHORUT TAUHID (JAT)","Indonesia","","2983820","QDe.133"
"Entity (단체)","MOUVEMENT POUR L’UNIFICATION ET LE JIHAD EN AFRIQUE DE L’OUEST (MUJAO)","Mali","","3001252","QDe.134"
"Entity (단체)","ANSAR EDDINE","Mali","","3014161","QDe.135"
"Entity (단체)","MUHAMMAD JAMAL NETWORK (MJN)","","","3026605","QDe.136"
"Entity (단체)","AL-NUSRAH FRONT FOR THE PEOPLE OF THE LEVANT","Syrian Arab Republic","","6908429","QDe.137"
"Entity (단체)","JAMA'ATU AHLIS SUNNA LIDDA'AWATI WAL-JIHAD","Nigeria","","6908431","QDe.138"
"Entity (단체)","AL MOUAKAOUNE BIDDAM","Mali","","6908426","QDe.139"
"Entity (단체)","AL MOULATHAMOUN","Mali","","6908427","QDe.140"
"Entity (단체)","AL MOURABITOUN","Mali","","6908428","QDe.141"
"Entity (단체)","ANSARUL MUSLIMINA FI BILADIS SUDAN","Nigeria","","6908430","QDe.142"
"Entity (단체)","ANSAR AL-SHARI’A IN TUNISIA (AAS-T)","Tunisia","","6908410","QDe.143"
"Entity (단체)","ABDALLAH AZZAM BRIGADES (AAB)","","","6908409","QDe.144"
"Entity (단체)","ANSAR AL CHARIA DERNA","","","6908437","QDe.145"
"Entity (단체)","ANSAR AL CHARIA BENGHAZI","","","6908438","QDe.146"
"Entity (단체)","HILAL AHMAR SOCIETY INDONESIA (HASI)","","","6908448","QDe.147"
"Entity (단체)","THE ARMY OF EMIGRANTS AND SUPPORTERS","Syrian Arab Republic","","6908463","QDe.148"
"Entity (단체)","HARAKAT SHAM AL-ISLAM","Syrian Arab Republic","","6908521","QDe.149"
"Entity (단체)","MUJAHIDIN INDONESIAN TIMUR (MIT)","Indonesia","","6908485","QDe.150"
"Entity (단체)","JUND AL-KHILAFAH IN ALGERIA (JAK-A)","Algeria","","6908486","QDe.151"
"Entity (단체)","JAMAAT-UL-AHRAR (JuA)","Pakistan","","6908599","QDe.152"
"Entity (단체)","HANIFA MONEY EXCHANGE OFFICE (BRANCH LOCATED IN ALBU KAMAL, SYRIAN ARAB REPUBLIC)","Syrian Arab Republic","","6908604","QDe.153"
"Entity (단체)","SELSELAT AL-THAHAB","Iraq","","6908605","QDe.154"
"Entity (단체)","Jaysh Khalid Ibn al Waleed","","","6908606","QDe.155"
"Entity (단체)","JUND AL AQSA","Syrian Arab Republic","","6908607","QDe.156"
"Entity (단체)","AL-KAWTHAR MONEY EXCHANGE","Iraq","","6908660","QDe.157"
"Entity (단체)","KHATIBA IMAM AL-BUKHARI (KIB)","Syrian Arab Republic","","6908669","QDe.158"
"Entity (단체)","JAMA'A NUSRAT UL-ISLAM WA AL-MUSLIMIN (JNIM)","","","6908726","QDe.159"
"Entity (단체)","TARIQ GIDAR GROUP (TGG)","","","6908768","QDe.160"
"Entity (단체)","ISLAMIC STATE IN IRAQ AND THE LEVANT - KHORASAN (ISIL-K)","","","6908777","QDe.161"
"Entity (단체)","ISLAMIC STATE WEST AFRICA PROVINCE (ISWAP)","","","6908802","QDe.162"
"Entity (단체)","ISLAMIC STATE IN THE GREATER SAHARA (ISGS)","","","6908803","QDe.163"
"Entity (단체)","JAMAAH ANSHARUT DAULAH","","","6908835","QDe.164"
"Entity (단체)","ISLAMIC STATE IN IRAQ AND THE LEVANT - LIBYA","","","6908836","QDe.165"
"Entity (단체)","ISLAMIC STATE IN IRAQ AND THE LEVANT - YEMEN","","","6908837","QDe.166"
"Entity (단체)","JUND AL-KHILAFAH IN TUNISIA (JAK-T)","","","6908862","QDe.167"
"Entity (단체)","KHATIBA AL-TAWHID WAL-JIHAD (KTJ)","","","6908877","QDe.168"
"Entity (단체)","Islamic State In Iraq And the Levant In South-East Asia (ISIL-SEA, ISIL-South East Asia)","","","6908886","QDe.169"
"Entity (단체)","AL-SHABAAB","","","6908033","SOe.001"
"Entity (단체)","HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE","","","2989469","TAe.010"
"Entity (단체)","ROSHAN MONEY EXCHANGE","","","2989573","TAe.011"
"Entity (단체)","HAQQANI NETWORK (HQN)","","","3000441","TAe.012"
"Entity (단체)","RAHAT LTD.","","","3000510","TAe.013"
"Entity (단체)","HAJI BASIR AND ZARJMIL COMPANY HAWALA","Pakistan","","6908451","TAe.014"
"Entity (단체)","THE HOUTHIS","Yemen","","6908876","YEe.001"
